1.366565241073015025e-01,1.433154144053693235e-01,1.602575537385299287e-01,1.948128167070251882e-01,2.479766567148574408e-01,3.023933673758706919e-01,3.290578573416789721e-01,3.117902381571781567e-01,2.617921735230697711e-01,2.076794393402673355e-01,1.703741838903692074e-01,1.514562894615074373e-01,1.438478809198726338e-01,1.414462204835592318e-01,1.411986426620766566e-01,1.426970772442498758e-01,1.479758866308316101e-01,1.617187102861853132e-01,1.900893139864273385e-01,2.341545241300232172e-01,2.797424574346887294e-01,3.022948647463160610e-01,2.875473610688026316e-01,2.444002815608766199e-01,1.967776347208838317e-01,1.628823498127612568e-01,1.450040656669920880e-01,1.374465091748382772e-01,1.349059003381011257e-01,1.346894683954371064e-01
1.406304286740925058e-01,1.581291416044293130e-01,2.040572641173856172e-01,3.030642627306981973e-01,4.604348547730234276e-01,6.180785686055924044e-01,6.913765489764092109e-01,6.403020622159080188e-01,4.927222085197014989e-01,3.299970774674864660e-01,2.208199195803903225e-01,1.683821131208665389e-01,1.479830434341844192e-01,1.414720016005808489e-01,1.408132457001688154e-01,1.450465666884094562e-01,1.595693983009253691e-01,1.981218013223343677e-01,2.818080966022857292e-01,4.169566810248835909e-01,5.563175459672191625e-01,6.246226466838177283e-01,5.831823588729733165e-01,4.553009932998096643e-01,3.113644997866574782e-01,2.116722263058651021e-01,1.621451397079824996e-01,1.422542995114413900e-01,1.357567558454951251e-01,1.353474818289634174e-01
1.485943603522831558e-01,1.863375193785347106e-01,2.909146610067490091e-01,5.262258112690454404e-01,8.819741259541082901e-01,1.181604795954813270e+00,1.298788272927620779e+00,1.215547737311784005e+00,9.413602370741755987e-01,5.803108365051061757e-01,3.208678057758696522e-01,2.006568865566866477e-01,1.563407189995144886e-01,1.426638583500123292e-01,1.413961020457741580e-01,1.506308231554594479e-01,1.829153781188586902e-01,2.729551733957595316e-01,4.780913512502911189e-01,8.012739094563867681e-01,1.092470993748539065e+00,1.217146694508590921e+00,1.145488963111309655e+00,8.924823559259748018e-01,5.596329862112610076e-01,3.141504237772080876e-01,1.966795605658097079e-01,1.522550073086388345e-01,1.383808735362184184e-01,1.375344391970386992e-01
1.595575452326514210e-01,2.253999905638165158e-01,4.141881598925562513e-01,8.284902088197032555e-01,1.330522248128378271e+00,1.626853876878534555e+00,1.718148022076302572e+00,1.652480420098264569e+00,1.391369014212858302e+00,9.070668834904376254e-01,4.604044586973718989e-01,2.448615474028788541e-01,1.678375974533980741e-01,1.448672346631640073e-01,1.429539354895332792e-01,1.590902778025216624e-01,2.169480774959268721e-01,3.844200626676471111e-01,7.625190244500098524e-01,1.256970161670389441e+00,1.572653400170712645e+00,1.678555001164424354e+00,1.621370447311718976e+00,1.373132060253794196e+00,9.114120874387856563e-01,4.696421225460910009e-01,2.480287230652047092e-01,1.669491315412983401e-01,1.425286987488396384e-01,1.409030185812575331e-01
1.693806674277698598e-01,2.600791979566137724e-01,5.220857898809155850e-01,1.061576053782269602e+00,1.577801415471297153e+00,1.814421225960331618e+00,1.876999532579329166e+00,1.830586045677024654e+00,1.624606100863925651e+00,1.143443465775407342e+00,5.773327827292498160e-01,2.824268150728028171e-01,1.774704608857110566e-01,1.467679067544440941e-01,1.444887589323736732e-01,1.670103406629310783e-01,2.489468308181210787e-01,4.888929840120610493e-01,1.002136990668055949e+00,1.533692922339498832e+00,1.791212266523903640e+00,1.864902895315406983e+00,1.827594622154401494e+00,1.640535782208459858e+00,1.191063966180826439e+00,6.174540293589284579e-01,2.982055924074537012e-01,1.813418418019758227e-01,1.467640685628618380e-01,1.442043489184910987e-01
1.729011006148197527e-01,2.711404564963784125e-01,5.546810942871868155e-01,1.124469038649073882e+00,1.632129565548827044e+00,1.849912418239466394e+00,1.904704931476051355e+00,1.861963390467401336e+00,1.669840093641852929e+00,1.197342795812553540e+00,6.063467151634992502e-01,2.914722395263104060e-01,1.793602906158051624e-01,1.467446354667640285e-01,1.446038488528771648e-01,1.696600904522357345e-01,2.610367161522337831e-01,5.289343175425286203e-01,1.086532638540196771e+00,1.612660713267561219e+00,1.845030594373009203e+00,1.908350134240209162e+00,1.878417686660458941e+00,1.716926971613843333e+00,1.291145028523047911e+00,6.797564262527699963e-01,3.204626343247209408e-01,1.880720284699027300e-01,1.490252513790011057e-01,1.458219902260874112e-01
1.683163259247130450e-01,2.520202558625717071e-01,4.932383574426380535e-01,9.988837442921997267e-01,1.515507783114211193e+00,1.768091524636795642e+00,1.835992995650538528e+00,1.780187880724138028e+00,1.550713060918015085e+00,1.058146157978145263e+00,5.311006019772066544e-01,2.660225418908013229e-01,1.718985807312563563e-01,1.443202436284108658e-01,1.427323173023987701e-01,1.649663615830753161e-01,2.453874854500632252e-01,4.811928464571429420e-01,9.887816712700087107e-01,1.522893570279323372e+00,1.785728115780801373e+00,1.862876713764891390e+00,1.828168969856649673e+00,1.644385699327240768e+00,1.198482717636468520e+00,6.235806865077305750e-01,3.015693919171436588e-01,1.834030390344935924e-01,1.482931683593079752e-01,1.451210076995288478e-01
1.588761580313125532e-01,2.148641961096329489e-01,3.735173172853175072e-01,7.253691424562963563e-01,1.188450873954994380e+00,1.494484021975924337e+00,1.591576621149543680e+00,1.508497544735568185e+00,1.220680237201322793e+00,7.634760019909990758e-01,3.938268672257423386e-01,2.212852635454015948e-01,1.592431895695971544e-01,1.406236446092413439e-01,1.396734571812684733e-01,1.554116415108049432e-01,2.112244794855975827e-01,3.730147794060339472e-01,7.412600882009083847e-01,1.234107313988346943e+00,1.558253687457589187e+00,1.672203210192979572e+00,1.621757051253498005e+00,1.380678575431903088e+00,9.235505538347643650e-01,4.785958629603195291e-01,2.533331349018624890e-01,1.706174638439347524e-01,1.455196551947448569e-01,1.430421956386710991e-01
1.498920427327463112e-01,1.795519441741664501e-01,2.597945538116937514e-01,4.369515018768237447e-01,7.103465159900226311e-01,9.573750016175558430e-01,1.055529696599290190e+00,9.685688019903146984e-01,7.287446637259303861e-01,4.524275807012806405e-01,2.663575790246984765e-01,1.800336282465717641e-01,1.475279218535282821e-01,1.373565617310991138e-01,1.368492270870433347e-01,1.457517400735670043e-01,1.764784962064803175e-01,2.623036310574454744e-01,4.590945397620892487e-01,7.749607447752729916e-01,1.069386644289934241e+00,1.204320574511337671e+00,1.144008867706572730e+00,9.003847609379861394e-01,5.703406308900663690e-01,3.222847149122280430e-01,2.024799037051375206e-01,1.570301986891585455e-01,1.427338257350521944e-01,1.412171207773985360e-01
1.444389229330731439e-01,1.572179746475871887e-01,1.899621117964603589e-01,2.583409176767755833e-01,3.643349410730497562e-01,4.691166897216778597e-01,5.143582092491416624e-01,4.727348900219170980e-01,3.691422737375769092e-01,2.610317335719258280e-01,1.893013357702759136e-01,1.541690968294180120e-01,1.401012989281344157e-01,1.354841951984559201e-01,1.351795238050333414e-01,1.391904629035054242e-01,1.529219239452699886e-01,1.895103561625491873e-01,2.694103099589029160e-01,4.004328136029220997e-01,5.399041921759558660e-01,6.142639239548687291e-01,5.815023198480375743e-01,4.601916389755742465e-01,3.183497739047196906e-01,2.181467711116584218e-01,1.679676210167618255e-01,1.478538776335704130e-01,1.413153533880622814e-01,1.405952313222938455e-01
